,ponto_id,lat_pred,lon_pred,indoor_pred
143,445,-8.055605000000012,-34.951728,1.0
144,447,-8.055605000000012,-34.951728,1.0
145,449,-8.055605000000012,-34.951728,1.0
146,453,-8.055605000000012,-34.951728,1.0
147,455,-8.055605000000012,-34.951728,1.0
148,457,-8.055605000000012,-34.951728,1.0
149,461,-8.055605000000012,-34.951728,1.0
150,462,-8.055605000000012,-34.951728,1.0
151,465,-8.055605000000012,-34.951728,1.0
152,468,-8.055605000000012,-34.951728,1.0
153,472,-8.055605000000012,-34.951728,1.0
154,473,-8.055605000000012,-34.951728,1.0
155,474,-8.055605000000012,-34.951728,1.0
156,476,-8.055605000000012,-34.951728,1.0
157,477,-8.055605000000012,-34.951728,1.0
158,483,-8.055605000000012,-34.951728,1.0
159,485,-8.055605000000012,-34.951728,1.0
160,486,-8.055605000000012,-34.951728,1.0
161,487,-8.055605000000012,-34.951728,1.0
162,495,-8.055605000000012,-34.951728,1.0
163,496,-8.055605000000012,-34.951728,1.0
164,500,-8.055605000000012,-34.951728,1.0
165,503,-8.055605000000012,-34.951728,1.0
166,509,-8.055605000000012,-34.951728,1.0
167,510,-8.055605000000012,-34.951728,1.0
168,511,-8.055605000000012,-34.951728,1.0
169,513,-8.055605000000012,-34.951728,1.0
170,518,-8.055605000000012,-34.951728,1.0
171,524,-8.055605000000012,-34.951728,1.0
172,528,-8.055605000000012,-34.951728,1.0
173,530,-8.055605000000012,-34.951728,1.0
174,532,-8.055605000000012,-34.951728,1.0
175,533,-8.055605000000012,-34.951728,1.0
176,538,-8.055605000000012,-34.951728,1.0
177,540,-8.055605000000012,-34.951728,1.0
178,543,-8.055605000000012,-34.951728,1.0
179,544,-8.055605000000012,-34.951728,1.0
180,550,-8.055605000000012,-34.951728,1.0
181,551,-8.055605000000012,-34.951728,1.0
182,554,-8.055605000000012,-34.951728,1.0
183,555,-8.055605000000012,-34.951728,1.0
184,563,-8.055605000000012,-34.951728,1.0
185,564,-8.055605000000012,-34.951728,1.0
186,567,-8.055605000000012,-34.951728,1.0
187,568,-8.055605000000012,-34.951728,1.0
188,576,-8.055605000000012,-34.951728,1.0
189,577,-8.055605000000012,-34.951728,1.0
190,582,-8.055605000000012,-34.951728,1.0
191,586,-8.055605000000012,-34.951728,1.0
192,590,-8.055605000000012,-34.951728,1.0
193,591,-8.055605000000012,-34.951728,1.0
194,592,-8.055605000000012,-34.951728,1.0
195,594,-8.055605000000012,-34.951728,1.0
196,601,-8.055605000000012,-34.951728,1.0
197,603,-8.055605000000012,-34.951728,1.0
198,604,-8.055605000000012,-34.951728,1.0
199,605,-8.055605000000012,-34.951728,1.0
200,611,-8.055605000000012,-34.951728,1.0
201,613,-8.055605000000012,-34.951728,1.0
202,617,-8.055605000000012,-34.951728,1.0
203,618,-8.055605000000012,-34.951728,1.0
204,620,-8.055605000000012,-34.951728,1.0
205,623,-8.055605000000012,-34.951728,1.0
206,624,-8.055605000000012,-34.951728,1.0
207,625,-8.055605000000012,-34.951728,1.0
208,633,-8.055605000000012,-34.951728,1.0
209,637,-8.055605000000012,-34.951728,1.0
210,641,-8.055605000000012,-34.951728,1.0
211,642,-8.055605000000012,-34.951728,1.0
212,647,-8.055605000000012,-34.951728,1.0
213,653,-8.055605000000012,-34.951728,1.0
214,654,-8.055605000000012,-34.951728,1.0
215,655,-8.055605000000012,-34.951728,1.0
216,664,-8.055605000000012,-34.951728,1.0
217,665,-8.055605000000012,-34.951728,1.0
218,668,-8.055605000000012,-34.951728,1.0
219,673,-8.055605000000012,-34.951728,1.0
220,675,-8.055605000000012,-34.951728,1.0
221,676,-8.055605000000012,-34.951728,1.0
222,678,-8.055605000000012,-34.951728,1.0
223,682,-8.055605000000012,-34.951728,1.0
224,683,-8.055605000000012,-34.951728,1.0
225,693,-8.055605000000012,-34.951728,1.0
226,694,-8.055605000000012,-34.951728,1.0
227,696,-8.055605000000012,-34.951728,1.0
228,700,-8.055605000000012,-34.951728,1.0
229,706,-8.055605000000012,-34.951728,1.0
230,708,-8.055605000000012,-34.951728,1.0
231,710,-8.055605000000012,-34.951728,1.0
232,711,-8.055605000000012,-34.951728,1.0
233,712,-8.055605000000012,-34.951728,1.0
234,713,-8.055605000000012,-34.951728,1.0
235,715,-8.055605000000012,-34.951728,1.0
236,718,-8.055605000000012,-34.951728,1.0
237,724,-8.055605000000012,-34.951728,1.0
238,730,-8.055605000000012,-34.951728,1.0
239,733,-8.055605000000012,-34.951728,1.0
240,736,-8.055605000000012,-34.951728,1.0
241,737,-8.055605000000012,-34.951728,1.0
242,738,-8.055605000000012,-34.951728,1.0
243,740,-8.055605000000012,-34.951728,1.0
244,742,-8.055605000000012,-34.951728,1.0
245,743,-8.055605000000012,-34.951728,1.0
246,744,-8.055605000000012,-34.951728,1.0
247,745,-8.055605000000012,-34.951728,1.0
248,747,-8.055605000000012,-34.951728,1.0
249,748,-8.055605000000012,-34.951728,1.0
250,749,-8.055605000000012,-34.951728,1.0
251,751,-8.055605000000012,-34.951728,1.0
252,753,-8.055605000000012,-34.951728,1.0
253,758,-8.055605000000012,-34.951728,1.0
254,759,-8.055605000000012,-34.951728,1.0
255,761,-8.055605000000012,-34.951728,1.0
256,763,-8.055605000000012,-34.951728,1.0
257,764,-8.055605000000012,-34.951728,1.0
258,765,-8.055605000000012,-34.951728,1.0
259,766,-8.055605000000012,-34.951728,1.0
260,773,-8.055605000000012,-34.951728,1.0
261,774,-8.055605000000012,-34.951728,1.0
262,782,-8.055605000000012,-34.951728,1.0
263,786,-8.055605000000012,-34.951728,1.0
264,789,-8.055605000000012,-34.951728,1.0
265,794,-8.055605000000012,-34.951728,1.0
266,795,-8.055605000000012,-34.951728,1.0
267,799,-8.055605000000012,-34.951728,1.0
268,800,-8.055379999999987,-34.95173600000009,1.0
269,809,-8.055379999999987,-34.95173600000009,1.0
270,810,-8.055379999999987,-34.95173600000009,1.0
271,811,-8.055379999999987,-34.95173600000009,1.0
272,815,-8.055379999999987,-34.95173600000009,1.0
273,828,-8.055379999999985,-34.95173600000009,1.0
274,831,-8.055379999999985,-34.95173600000009,1.0
275,833,-8.055379999999985,-34.95173600000009,1.0
276,834,-8.055379999999985,-34.95173600000009,1.0
277,835,-8.055379999999985,-34.95173600000009,1.0
278,837,-8.055379999999985,-34.95173600000009,1.0
279,841,-8.055379999999985,-34.95173600000009,1.0
280,852,-8.055379999999985,-34.95173600000009,1.0
281,856,-8.055379999999985,-34.95173600000009,1.0
282,858,-8.055379999999985,-34.95173600000009,1.0
283,862,-8.055379999999985,-34.95173600000009,1.0
284,866,-8.055379999999985,-34.95173600000009,1.0
285,868,-8.055379999999985,-34.95173600000009,1.0
286,871,-8.055379999999985,-34.95173600000009,1.0
287,872,-8.055379999999985,-34.95173600000009,1.0
288,877,-8.055379999999985,-34.95173600000009,1.0
289,879,-8.055379999999985,-34.95173600000009,1.0
290,881,-8.055379999999985,-34.95173600000009,1.0
291,883,-8.055379999999985,-34.95173600000009,1.0
292,906,-8.055379999999985,-34.95173600000009,1.0
293,908,-8.055379999999985,-34.95173600000009,1.0
294,914,-8.055379999999985,-34.95173600000009,1.0
295,921,-8.055379999999985,-34.95173600000009,1.0
296,927,-8.055379999999985,-34.95173600000009,1.0
297,932,-8.055379999999985,-34.95173600000009,1.0
298,934,-8.055379999999985,-34.95173600000009,1.0
299,940,-8.055379999999985,-34.95173600000009,1.0
300,947,-8.055379999999985,-34.95173600000009,1.0
301,952,-8.055379999999985,-34.95173600000009,1.0
302,957,-8.055379999999985,-34.95173600000009,1.0
303,958,-8.055379999999985,-34.95173600000009,1.0
304,960,-8.055379999999985,-34.95173600000009,1.0
305,964,-8.055379999999985,-34.95173600000009,1.0
306,965,-8.055379999999985,-34.95173600000009,1.0
307,967,-8.055379999999985,-34.95173600000009,1.0
308,970,-8.055379999999985,-34.95173600000009,1.0
309,971,-8.055379999999985,-34.95173600000009,1.0
310,982,-8.055379999999985,-34.95173600000009,1.0
311,994,-8.055379999999985,-34.95173600000009,1.0
312,996,-8.055379999999985,-34.95173600000009,1.0
313,997,-8.055379999999985,-34.95173600000009,1.0
314,1002,-8.055379999999985,-34.95173600000009,1.0
315,1005,-8.055379999999985,-34.95173600000009,1.0
316,1009,-8.055379999999985,-34.95173600000009,1.0
317,1010,-8.055379999999985,-34.95173600000009,1.0
318,1017,-8.055379999999985,-34.95173600000009,1.0
319,1018,-8.055379999999985,-34.95173600000009,1.0
320,1020,-8.055379999999985,-34.95173600000009,1.0
321,1022,-8.055379999999985,-34.95173600000009,1.0
322,1025,-8.055379999999985,-34.95173600000009,1.0
323,1027,-8.055379999999985,-34.95173600000009,1.0
324,1034,-8.055379999999985,-34.95173600000009,1.0
325,1038,-8.055379999999985,-34.95173600000009,1.0
326,1042,-8.055379999999985,-34.95173600000009,1.0
327,1044,-8.055379999999985,-34.95173600000009,1.0
328,1046,-8.055379999999985,-34.95173600000009,1.0
329,1052,-8.055379999999985,-34.95173600000009,1.0
330,1053,-8.055379999999985,-34.95173600000009,1.0
331,1055,-8.055379999999985,-34.95173600000009,1.0
332,1056,-8.055379999999985,-34.95173600000009,1.0
333,1057,-8.055379999999985,-34.95173600000009,1.0
334,1061,-8.055379999999985,-34.95173600000009,1.0
335,1068,-8.055379999999985,-34.95173600000009,1.0
336,1071,-8.055379999999985,-34.95173600000009,1.0
337,1074,-8.055379999999985,-34.95173600000009,1.0
338,1075,-8.055379999999985,-34.95173600000009,1.0
339,1076,-8.055379999999985,-34.95173600000009,1.0
340,1078,-8.055379999999985,-34.95173600000009,1.0
341,1084,-8.055379999999985,-34.95173600000009,1.0
342,1087,-8.055379999999985,-34.95173600000009,1.0
343,1090,-8.055379999999985,-34.95173600000009,1.0
344,1095,-8.055379999999985,-34.95173600000009,1.0
345,1101,-8.055379999999985,-34.95173600000009,1.0
346,1103,-8.055379999999985,-34.95173600000009,1.0
347,1107,-8.055379999999985,-34.95173600000009,1.0
348,1108,-8.055379999999985,-34.95173600000009,1.0
349,1111,-8.055379999999985,-34.95173600000009,1.0
350,1112,-8.055379999999985,-34.95173600000009,1.0
351,1115,-8.055379999999985,-34.95173600000009,1.0
352,1123,-8.055379999999985,-34.95173600000009,1.0
353,1126,-8.055379999999985,-34.95173600000009,1.0
354,1127,-8.055379999999985,-34.95173600000009,1.0
355,1139,-8.055379999999985,-34.95173600000009,1.0
356,1142,-8.055379999999985,-34.95173600000009,1.0
357,1144,-8.055379999999985,-34.95173600000009,1.0
358,1145,-8.055379999999985,-34.95173600000009,1.0
359,1147,-8.055379999999985,-34.95173600000009,1.0
360,1149,-8.055379999999985,-34.95173600000009,1.0
361,1152,-8.055379999999985,-34.95173600000009,1.0
362,1153,-8.055379999999985,-34.95173600000009,1.0
363,1155,-8.055379999999985,-34.95173600000009,1.0
364,1156,-8.055379999999985,-34.95173600000009,1.0
365,1157,-8.055379999999985,-34.95173600000009,1.0
366,1162,-8.055379999999985,-34.95173600000009,1.0
367,1163,-8.055379999999985,-34.95173600000009,1.0
368,1166,-8.055379999999985,-34.95173600000009,1.0
369,1168,-8.055379999999985,-34.95173600000009,1.0
370,1172,-8.055379999999985,-34.95173600000009,1.0
371,1175,-8.055379999999985,-34.95173600000009,1.0
372,1176,-8.055379999999985,-34.95173600000009,1.0
373,1180,-8.055379999999985,-34.95173600000009,1.0
374,1183,-8.055379999999985,-34.95173600000009,1.0
375,1188,-8.055379999999987,-34.95173600000009,1.0
376,1193,-8.055379999999985,-34.95173600000009,1.0
377,1194,-8.055379999999985,-34.95173600000009,1.0
378,1195,-8.055379999999985,-34.95173600000009,1.0
379,1197,-8.055379999999985,-34.95173600000009,1.0
380,1199,-8.055379999999985,-34.95173600000009,1.0
381,1201,-8.055379999999985,-34.95173600000009,1.0
382,1204,-8.055379999999985,-34.95173600000009,1.0
383,1210,-8.055379999999985,-34.95173600000009,1.0
384,1217,-8.055379999999985,-34.95173600000009,1.0
385,1219,-8.055379999999985,-34.95173600000009,1.0
386,1220,-8.055379999999985,-34.95173600000009,1.0
387,1222,-8.055379999999985,-34.95173600000009,1.0
388,1224,-8.055379999999985,-34.95173600000009,1.0
389,1226,-8.055379999999985,-34.95173600000009,1.0
390,1233,-8.055379999999985,-34.95173600000009,1.0
391,1244,-8.055379999999985,-34.95173600000009,1.0
392,1245,-8.055379999999985,-34.95173600000009,1.0
393,1247,-8.055379999999985,-34.95173600000009,1.0
394,1250,-8.055379999999985,-34.95173600000009,1.0
395,1253,-8.055379999999985,-34.95173600000009,1.0
396,1254,-8.055379999999985,-34.95173600000009,1.0
397,1261,-8.055379999999985,-34.95173600000009,1.0
398,1263,-8.055379999999985,-34.95173600000009,1.0
399,1277,-8.055379999999987,-34.95173600000009,1.0
400,1278,-8.055379999999987,-34.95173600000009,1.0
401,1281,-8.055379999999987,-34.95173600000009,1.0
402,1282,-8.055379999999987,-34.95173600000009,1.0
403,1285,-8.055379999999987,-34.95173600000009,1.0
404,1287,-8.055379999999987,-34.95173600000009,1.0
405,1295,-8.055379999999987,-34.95173600000009,1.0
406,1297,-8.055379999999987,-34.95173600000009,1.0
407,1298,-8.055379999999987,-34.95173600000009,1.0
408,1310,-8.055379999999987,-34.95173600000009,1.0
409,1313,-8.055379999999987,-34.95173600000009,1.0
410,1314,-8.055379999999987,-34.95173600000009,1.0
411,1315,-8.055379999999987,-34.95173600000009,1.0
412,1318,-8.055379999999987,-34.95173600000009,1.0
413,1320,-8.055379999999987,-34.95173600000009,1.0
414,1322,-8.055379999999987,-34.95173600000009,1.0
415,1323,-8.055379999999987,-34.95173600000009,1.0
416,1328,-8.055379999999987,-34.95173600000009,1.0
417,1329,-8.055379999999987,-34.95173600000009,1.0
418,1330,-8.055379999999987,-34.95173600000009,1.0
419,1334,-8.055379999999985,-34.95173600000009,1.0
420,1339,-8.055379999999985,-34.95173600000009,1.0
421,1345,-8.055379999999985,-34.95173600000009,1.0
422,1346,-8.055379999999985,-34.95173600000009,1.0
423,1349,-8.055379999999985,-34.95173600000009,1.0
424,1354,-8.055379999999985,-34.95173600000009,1.0
425,1355,-8.055379999999985,-34.95173600000009,1.0
426,1359,-8.055379999999987,-34.95173600000008,1.0
427,1360,-8.055379999999987,-34.95173600000008,1.0
428,1369,-8.055379999999987,-34.95173600000008,1.0
429,1372,-8.055379999999987,-34.95173600000008,1.0
430,1373,-8.055379999999987,-34.95173600000008,1.0
431,1374,-8.055379999999987,-34.95173600000008,1.0
432,1379,-8.055379999999987,-34.95173600000008,1.0
433,1383,-8.055379999999987,-34.95173600000008,1.0
434,1385,-8.055379999999987,-34.95173600000008,1.0
435,1393,-8.055379999999987,-34.95173600000008,1.0
436,1396,-8.055379999999987,-34.95173600000008,1.0
437,1400,-8.055379999999987,-34.95173600000008,1.0
438,1402,-8.055379999999987,-34.95173600000008,1.0
439,1405,-8.055379999999987,-34.95173600000008,1.0
440,1406,-8.055379999999987,-34.95173600000008,1.0
441,1413,-8.055379999999987,-34.95173600000008,1.0
442,1414,-8.055379999999987,-34.95173600000008,1.0
443,1416,-8.055379999999987,-34.95173600000008,1.0
444,1417,-8.055379999999987,-34.95173600000008,1.0
445,1418,-8.055379999999987,-34.95173600000008,1.0
446,1420,-8.055379999999987,-34.95173600000008,1.0
447,1421,-8.055379999999987,-34.95173600000008,1.0
448,1426,-8.055379999999987,-34.95173600000008,1.0
449,1427,-8.055379999999987,-34.95173600000008,1.0
450,1429,-8.055379999999989,-34.951736000000075,1.0
451,1430,-8.055379999999987,-34.95173600000008,1.0
452,1432,-8.055379999999987,-34.95173600000008,1.0
453,1437,-8.055379999999987,-34.95173600000008,1.0
454,1438,-8.055379999999987,-34.95173600000008,1.0
455,1443,-8.055379999999987,-34.95173600000008,1.0
456,1446,-8.055379999999987,-34.95173600000009,1.0
457,1452,-8.055379999999987,-34.95173600000009,1.0
458,1453,-8.055379999999987,-34.95173600000009,1.0
459,1456,-8.055379999999987,-34.95173600000009,1.0
460,1458,-8.055379999999987,-34.95173600000009,1.0
461,1465,-8.055379999999987,-34.95173600000009,1.0
462,1467,-8.055379999999987,-34.95173600000008,1.0
463,1468,-8.055384399999989,-34.95172210000009,1.0
464,1470,-8.055381319999988,-34.95173183000008,1.0
465,1472,-8.055379999999987,-34.95173600000008,1.0
466,1477,-8.055379999999987,-34.95173600000008,1.0
467,1479,-8.055379999999987,-34.95173600000008,1.0
468,1480,-8.055379999999987,-34.95173600000008,1.0
469,1482,-8.055379999999987,-34.95173600000008,1.0
470,1483,-8.055379999999987,-34.95173600000008,1.0
471,1488,-8.055379999999987,-34.95173600000008,1.0
472,1491,-8.055379999999987,-34.95173600000008,1.0
473,1496,-8.055379999999987,-34.95173600000008,1.0
474,1501,-8.055379999999987,-34.95173600000008,1.0
475,1502,-8.055379999999987,-34.95173600000008,1.0
476,1509,-8.055379999999987,-34.95173600000009,1.0
477,1512,-8.05538351999999,-34.951724880000086,1.0
478,1513,-8.055379999999987,-34.95173600000008,1.0
479,1516,-8.055379999999989,-34.951736000000075,1.0
480,1527,-8.055379999999987,-34.95173600000008,1.0
481,1530,-8.055379999999987,-34.95173600000008,1.0
482,1532,-8.055379999999987,-34.95173600000008,1.0
483,1533,-8.055379999999987,-34.95173600000008,1.0
484,1535,-8.055379999999989,-34.951736000000075,1.0
485,1536,-8.055379999999989,-34.951736000000075,1.0
486,1543,-8.055379999999989,-34.951736000000075,1.0
487,1544,-8.055379999999989,-34.951736000000075,1.0
488,1545,-8.055379999999989,-34.951736000000075,1.0
489,1550,-8.055379999999989,-34.951736000000075,1.0
490,1557,-8.055379999999989,-34.951736000000075,1.0
491,1558,-8.055379999999989,-34.951736000000075,1.0
492,1559,-8.055379999999989,-34.951736000000075,1.0
493,1561,-8.055379999999989,-34.951736000000075,1.0
494,1562,-8.055379999999989,-34.951736000000075,1.0
495,1568,-8.055379999999989,-34.951736000000075,1.0
496,1569,-8.055379999999989,-34.951736000000075,1.0
497,1570,-8.055379999999989,-34.951736000000075,1.0
498,1575,-8.055379999999989,-34.951736000000075,1.0
499,1576,-8.055379999999989,-34.951736000000075,1.0
500,1578,-8.055379999999989,-34.951736000000075,1.0
501,1586,-8.055379999999989,-34.951736000000075,1.0
502,1593,-8.055379999999989,-34.951736000000075,1.0
503,1595,-8.055379999999989,-34.951736000000075,1.0
504,1597,-8.055379999999989,-34.951736000000075,1.0
505,1598,-8.055379999999989,-34.951736000000075,1.0
506,1599,-8.055379999999989,-34.951736000000075,1.0
507,1603,-8.055379999999989,-34.951736000000075,1.0
508,1606,-8.055494000000003,-34.95131600000005,1.0
509,1608,-8.055494000000003,-34.95131600000005,1.0
510,1614,-8.055494000000003,-34.95131600000005,1.0
511,1615,-8.055494000000003,-34.95131600000005,1.0
512,1616,-8.055494000000003,-34.95131600000005,1.0
513,1617,-8.055494000000003,-34.95131600000005,1.0
514,1618,-8.055494000000003,-34.95131600000005,1.0
515,1623,-8.055494000000003,-34.95131600000005,1.0
516,1626,-8.055494000000003,-34.95131600000005,1.0
517,1631,-8.055494000000003,-34.95131600000005,1.0
518,1642,-8.055494000000003,-34.95131600000005,1.0
519,1643,-8.055494000000003,-34.95131600000005,1.0
520,1649,-8.055494000000003,-34.95131600000005,1.0
521,1650,-8.055494000000003,-34.95131600000005,1.0
522,1656,-8.055494000000003,-34.95131600000005,1.0
523,1659,-8.055494000000003,-34.95131600000005,1.0
524,1662,-8.055494000000003,-34.95131600000005,1.0
525,1665,-8.055494000000005,-34.95131600000005,1.0
526,1670,-8.055494000000005,-34.95131600000005,1.0
527,1671,-8.055494000000005,-34.95131600000005,1.0
528,1672,-8.055494000000005,-34.95131600000005,1.0
529,1680,-8.055494000000005,-34.95131600000005,1.0
530,1683,-8.055494000000005,-34.95131600000005,1.0
531,1684,-8.055494000000005,-34.95131600000005,1.0
532,1688,-8.055494000000005,-34.95131600000005,1.0
533,1691,-8.055494000000005,-34.95131600000005,1.0
534,1699,-8.055494000000005,-34.95131600000005,1.0
535,1701,-8.055494000000005,-34.95131600000005,1.0
536,1713,-8.055494000000005,-34.95131600000005,1.0
537,1718,-8.055494000000005,-34.95131600000005,1.0
538,1720,-8.055494000000005,-34.95131600000005,1.0
539,1721,-8.055494000000005,-34.95131600000005,1.0
540,1726,-8.055494000000005,-34.95131600000005,1.0
541,1728,-8.055494000000005,-34.95131600000005,1.0
542,1729,-8.055494000000005,-34.95131600000005,1.0
543,1730,-8.055494000000005,-34.95131600000005,1.0
544,1731,-8.055494000000005,-34.95131600000005,1.0
545,1732,-8.055494000000005,-34.95131600000005,1.0
546,1737,-8.055494000000005,-34.95131600000005,1.0
547,1738,-8.055494000000005,-34.95131600000005,1.0
548,1739,-8.055494000000005,-34.95131600000005,1.0
549,1740,-8.055494000000005,-34.95131600000005,1.0
550,1741,-8.055494000000005,-34.95131600000005,1.0
551,1743,-8.055494000000005,-34.95131600000005,1.0
552,1744,-8.055494000000005,-34.95131600000005,1.0
553,1745,-8.055494000000005,-34.95131600000005,1.0
554,1746,-8.055494000000005,-34.95131600000005,1.0
555,1747,-8.055494000000005,-34.95131600000005,1.0
556,1758,-8.055494000000005,-34.95131600000005,1.0
557,1760,-8.055494000000005,-34.95131600000005,1.0
